Date,Close,High,Low,Open,Volume,Ticker
,XLK,XLK,XLK,XLK,XLK,
2018-01-02,29.91006851196289,29.91006851196289,29.591288889146146,29.665207524580968,27445600,XLK
2018-01-03,30.159543991088867,30.178024527150296,29.933163592739604,29.965503649646642,22663600,XLK
2018-01-04,30.31201171875,30.390551368823154,30.210370512865904,30.2796716554962,21493200,XLK
2018-01-05,30.63079261779785,30.658511662899926,30.409029682574428,30.469088788563013,19356000,XLK
2018-01-08,30.74628448486328,30.801722559103066,30.59844374555508,30.616920753767502,13467800,XLK
2018-01-09,30.66775131225586,30.815592099645492,30.616930711140448,30.806353592534695,21212800,XLK
2018-01-10,30.561487197875977,30.57072570334805,30.41364643671033,30.501424575501265,20815600,XLK
2018-01-11,30.68622589111328,30.700085411488757,30.55686566787321,30.63078780961138,15775600,XLK
2018-01-12,30.86640739440918,30.907989481265272,30.60768694215546,30.64926550420975,16308600,XLK
2018-01-16,30.74628448486328,31.166705155320464,30.667741338354812,31.055825482039626,36443600,XLK
2018-01-17,31.208301544189453,31.23602059401798,30.820217222575668,30.921858438350775,29376200,XLK
2018-01-18,31.263736724853516,31.34689739137754,31.180576058329493,31.208298630372536,29845800,XLK
2018-01-19,31.32378387451172,31.37460445252978,31.162080112744718,31.32378387451172,23894400,XLK
2018-01-22,31.628698348999023,31.633319362056426,31.23599683432455,31.300676917927394,18004200,XLK
2018-01-23,31.767309188842773,31.831989290050444,31.665668022716098,31.730348123923772,20460200,XLK
2018-01-24,31.5224552154541,31.90591489248283,31.416193011707534,31.850476807747167,37019000,XLK
2018-01-25,31.46702003479004,31.74884210578044,31.38848038216718,31.721123057749466,25951800,XLK
2018-01-26,31.965978622436523,31.965978622436523,31.614855466163725,31.68415659928102,20097200,XLK
2018-01-29,31.674909591674805,31.873570928837122,31.633331033218308,31.873570928837122,55179800,XLK
2018-01-30,31.388473510742188,31.57327182356366,31.305312860051774,31.416192552705034,29662400,XLK
2018-01-31,31.624099731445312,31.6749203366662,31.416199819034542,31.57327912622442,30135800,XLK
2018-02-01,31.651813507080078,31.87357288204041,31.50397274883928,31.508590239083077,32650000,XLK
2018-02-02,30.71395492553711,31.323798624113355,30.709333909504778,31.296076052721848,43929400,XLK
2018-02-05,29.42957878112793,30.96342617731292,29.415717498663042,30.385922675965826,98559600,XLK
2018-02-06,30.275054931640625,30.3258755417878,28.865946185057783,29.032267541029807,90269400,XLK
2018-02-07,29.8869686126709,30.5106718202841,29.8869686126709,30.201130724440848,47425200,XLK
2018-02-08,28.648799896240234,30.025568367249367,28.639561388881543,29.970130273492206,55628600,XLK
2018-02-09,29.351036071777344,29.563558690163706,28.168310082013384,29.110794414506355,72700400,XLK
2018-02-12,29.877721786499023,30.062523621086424,29.448060781524994,29.665200910404145,35629600,XLK
2018-02-13,29.951648712158203,30.025567342913483,29.619006061753478,29.70678774027761,19084000,XLK
2018-02-14,30.501426696777344,30.55224729241261,29.766843854998168,29.785324392029356,32117600,XLK
2018-02-15,31.08354949951172,31.08354949951172,30.43212734921148,30.792488988713973,24305000,XLK
2018-02-16,31.0373592376709,31.370001935453125,30.958819579806452,30.99115964626845,20334200,XLK
2018-02-20,31.0650634765625,31.30992436657495,30.847921623215242,30.880261674258374,33835200,XLK
2018-02-21,30.86640739440918,31.448531936781848,30.86178990404879,31.185190469365942,29102400,XLK
2018-02-22,30.903371810913086,31.185193844678803,30.815590137339512,30.972672946639477,21958800,XLK
2018-02-23,31.55017852783203,31.55017852783203,31.08355461094294,31.157476766997704,20772400,XLK
2018-02-26,32.04452133178711,32.04452133178711,31.6841596348148,31.6841596348148,21594400,XLK
2018-02-27,31.72111701965332,32.20621789186995,31.72111701965332,32.0583771225084,25581200,XLK
2018-02-28,31.494731903076172,32.03527436527047,31.49011441265874,31.9012966471281,30464000,XLK
2018-03-01,30.972671508789062,31.688773811912178,30.73704906817856,31.568655608685035,42973600,XLK
2018-03-02,31.268352508544922,31.33303262448419,30.53838717174237,30.621547824350284,38392200,XLK
2018-03-05,31.58714485168457,31.69340356265717,31.05121970569114,31.120520857301045,21777800,XLK
2018-03-06,31.65643310546875,31.80889488890817,31.517834368089055,31.767316325134846,20303800,XLK
2018-03-07,31.831998825073242,31.864338885364287,31.420816547886147,31.420816547886147,22219600,XLK
2018-03-08,31.970590591430664,31.998313154770806,31.771929257366626,31.929012033622616,15248000,XLK
2018-03-09,32.57582092285156,32.57582092285156,32.155396650579675,32.19697873867779,24685000,XLK
2018-03-12,32.67747497558594,32.806835256505124,32.58507225721273,32.672853958466455,27012400,XLK
2018-03-13,32.30323791503906,32.95928110570856,32.19235821973765,32.84378039503568,27618800,XLK
2018-03-14,32.27552032470703,32.49266223451104,32.11382002744941,32.46493966583679,27762800,XLK
2018-03-15,32.29400634765625,32.483425720960625,32.13692351449394,32.284764314927614,23002800,XLK
2018-03-16,32.2606315612793,32.46454991386956,32.21891938196338,32.348687856412255,24404600,XLK
2018-03-19,31.621074676513672,32.01036949729046,31.361541260166373,31.95938990849882,39736800,XLK
2018-03-20,31.607181549072266,31.72767913104752,31.431072418362984,31.542299051661953,18765600,XLK
2018-03-21,31.41715431213379,31.834258404740712,31.333733493612403,31.537651835737833,21867000,XLK
2018-03-22,30.60612678527832,31.217878412417075,30.58295295547011,31.03713385456903,42390200,XLK
2018-03-23,29.790449142456055,30.666365940306537,29.776546262463047,30.587580596460093,41901600,XLK
2018-03-26,30.92127227783203,30.96298092916611,29.975837286795578,30.397573416659306,50251600,XLK
2018-03-27,29.929494857788086,31.129824369691438,29.697770686146796,31.111286011660503,59497200,XLK
2018-03-28,29.730205535888672,30.22145954266869,29.55409470829398,29.859970478371736,53622000,XLK
2018-03-29,30.318784713745117,30.620026793817253,29.734842444370454,29.94339274974288,35368200,XLK
2018-04-02,29.59581184387207,30.332693021430792,29.26676394044991,30.198296111779314,52034200,XLK
2018-04-03,29.887775421142578,29.957293362944466,29.387252251078955,29.818257479340687,36101400,XLK
2018-04-04,30.304893493652344,30.388314355069884,29.276037381446343,29.340921648705386,36298400,XLK
2018-04-05,30.430009841918945,30.629289169153086,30.226091506925197,30.582945057335166,32738200,XLK
2018-04-06,29.68385887145996,30.39293405763059,29.554092172197695,30.114865842481407,40477800,XLK
2018-04-09,29.915586471557617,30.49952873090522,29.87850976231439,29.901680053719204,21859400,XLK
2018-04-10,30.652467727661133,30.777600738309978,30.221460703104412,30.38830236008312,31297800,XLK
2018-04-11,30.471723556518555,30.745156336861694,30.420743964280057,30.462456146943225,17315600,XLK
2018-04-12,30.83784294128418,30.972243340484866,30.62002172657373,30.661733902243153,21256000,XLK
2018-04-13,30.735898971557617,31.064946924372265,30.587595619080158,31.051044037551073,22421600,XLK
2018-04-16,30.972253799438477,31.08811588589231,30.768335395814038,30.9490799678156,19477400,XLK
2018-04-17,31.54692268371582,31.64888186589534,31.190069081917088,31.245680609775302,30445600,XLK
2018-04-18,31.4634952545166,31.583992765976276,31.273483347819468,31.51447483490997,19764400,XLK
2018-04-19,31.115921020507812,31.296665588822748,31.004694409813283,31.264224346710584,25811600,XLK
2018-04-20,30.684911727905273,31.046400838637062,30.555146768753346,31.023230544977046,32477000,XLK
2018-04-23,30.573678970336914,30.888823894476324,30.43001115674501,30.800767603137167,37920600,XLK
2018-04-24,30.04071807861328,30.800772992921782,29.822896816129166,30.74979339804976,34847600,XLK
2018-04-25,30.04535675048828,30.147315951087933,29.66069377943695,30.0870654039171,30581600,XLK
2018-04-26,30.592220306396484,30.71271430691421,30.295613706025872,30.420743179126458,33086800,XLK
2018-04-27,30.536605834960938,30.921268742716173,30.374399649711638,30.89809491518214,26313000,XLK
2018-04-30,30.337326049804688,30.80540983450323,30.300249336281436,30.615394329569064,17372200,XLK
2018-05-01,30.71735191345215,30.73589026924188,30.221462387523726,30.29561581068266,18547800,XLK
2018-05-02,30.684911727905273,31.027862482211077,30.629296658627325,30.91200040642115,26587400,XLK
2018-05-03,30.75442886352539,30.870290936237335,30.277077689684948,30.54587854697583,31090800,XLK
2018-05-04,31.33837890625,31.393990445684786,30.60149418626614,30.63857090310955,21682600,XLK
2018-05-07,31.556194305419922,31.70450116171777,31.43570028842302,31.48667988631789,26914800,XLK
2018-05-08,31.625703811645508,31.653513107687225,31.361538482138517,31.505209826838197,30294800,XLK
2018-05-09,32.01499938964844,32.01499938964844,31.60253081464656,31.704489974458948,28826600,XLK
2018-05-10,32.4321174621582,32.45528775842678,32.130875324023926,32.16331656746421,23132600,XLK
2018-05-11,32.38574981689453,32.51088277569677,32.27915874099591,32.39965622907224,17521200,XLK
2018-05-14,32.381126403808594,32.63602078756376,32.34868517184597,32.49235297970486,20261800,XLK
2018-05-15,32.075252532958984,32.18184718481079,31.908410882304544,32.15403788581539,28525200,XLK
2018-05-16,32.21892166137695,32.29307508059392,32.05208353979806,32.12623342318538,13361000,XLK
2018-05-17,32.05207443237305,32.32087166108316,31.922305985616365,32.10305047381309,21600200,XLK
2018-05-18,31.91769027709961,32.089163909791104,31.889880970742,31.945496047626783,15765800,XLK
2018-05-21,32.19575500488281,32.353325734765306,32.03354880181847,32.20965788859832,22578400,XLK
2018-05-22,32.1494026184082,32.39966506846199,32.07988468186618,32.35331742021456,14782000,XLK
2018-05-23,32.38574981689453,32.38574981689453,31.880593118444168,31.885228589170072,29387600,XLK
2018-05-24,32.34868621826172,32.413568684285785,32.02427035231217,32.37649197917797,22401400,XLK
2018-05-25,32.32551574707031,32.44137781067988,32.246730392414904,32.37185986534822,18782800,XLK
2018-05-29,32.1494026184082,32.33014713191997,31.936216872620708,32.163305498550784,58660800,XLK
2018-05-30,32.38574981689453,32.42746198177133,32.218908229043656,32.3115999644209,19930400,XLK
2018-05-31,32.39503479003906,32.60822057000447,32.320881369618206,32.385763844571606,30568000,XLK
2018-06-01,32.94654083251953,32.951176305957496,32.55724592365583,32.61286099742074,25445800,XLK
2018-06-04,33.21071243286133,33.24315367785703,32.99752306765472,33.029964312650414,19866000,XLK
2018-06-05,33.326568603515625,33.386815608990126,33.20143558375258,33.29412382845641,34549600,XLK
2018-06-06,33.54438400268555,33.54438400268555,33.210704223425985,33.382177817803196,35379000,XLK
2018-06-07,33.27558898925781,33.52584795698183,33.03459389583706,33.52584795698183,39047200,XLK
2018-06-08,33.219970703125,33.28021770272943,32.95580534204473,33.025323286714176,19809600,XLK
2018-06-11,33.25703811645508,33.36362920410398,33.164346370859775,33.238499767336016,14647000,XLK
2018-06-12,33.419246673583984,33.44705243136357,33.26167246256576,33.317287513953744,15626800,XLK
2018-06-13,33.247772216796875,33.567552599902996,33.233869336806016,33.41924932028535,29278000,XLK
2018-06-14,33.484134674072266,33.567555497046385,33.32656397280415,33.37754002522724,22654800,XLK
2018-06-15,33.35623550415039,33.407395657553,33.15624678130916,33.36553573733587,33641200,XLK
2018-06-18,33.3934440612793,33.41669641878693,33.02137085762679,33.12369116604888,16580400,XLK
2018-06-19,33.22136688232422,33.23531900956467,32.798133431476764,32.984170074175054,25913400,XLK
2018-06-20,33.29112243652344,33.449251235393845,33.25391440795878,33.30042266948814,22931200,XLK
2018-06-21,33.035316467285156,33.439945730338465,32.95625208031512,33.421341718989225,29634200,XLK
2018-06-22,32.92835998535156,33.12834874569509,32.79348351457536,33.119044962411955,31385800,XLK
2018-06-25,32.24467468261719,32.69581232832981,31.960969638372205,32.66325618628629,36055400,XLK
2018-06-26,32.37489318847656,32.58883401732328,32.26792099987686,32.34698894290825,27719000,XLK
2018-06-27,31.93307113647461,32.62605402664601,31.923767352299585,32.477225415031604,44109200,XLK
2018-06-28,32.32374954223633,32.43072178545064,31.891215773334093,31.891215773334093,35598000,XLK
2018-06-29,32.30979537963867,32.58884860529445,32.291191358147714,32.44932021828942,20019200,XLK
2018-07-02,32.59813690185547,32.60744068337031,31.984218610936317,32.030730421804556,25091200,XLK
2018-07-03,32.21212387084961,32.71907010203574,32.18886795910454,32.695817738644614,12722800,XLK
2018-07-05,32.66790008544922,32.68650409956534,32.31908280456595,32.412102875146545,27320000,XLK
2018-07-06,33.04927444458008,33.10043459776728,32.60744062889382,32.68650502987297,25603800,XLK
2018-07-09,33.3004264831543,33.30973026553741,33.05392947530148,33.22601396585595,17455200,XLK
2018-07-10,33.37950134277344,33.47252145396263,33.30508880217651,33.30508880217651,22986200,XLK
2018-07-11,33.249267578125,33.37949214956967,33.091138755186016,33.142298915161206,25949800,XLK
2018-07-12,33.774810791015625,33.793414802339036,33.35622940711976,33.393437429766585,23706600,XLK
2018-07-13,33.737613677978516,33.821329981828725,33.625993122296066,33.779470055726875,18516800,XLK
2018-07-16,33.658546447753906,33.81667525936983,33.59343416669404,33.746911087276196,13332000,XLK
2018-07-17,33.909698486328125,33.96550699050153,33.39809687571512,33.416700893224096,14903200,XLK
2018-07-18,33.853885650634766,33.90504581051254,33.73296131380062,33.90039391915453,14164000,XLK
2018-07-19,33.73295974731445,33.900392344893156,33.67249935588175,33.77016777974378,14910000,XLK
2018-07-20,33.74225997924805,33.9282930251138,33.70040006008122,33.8631807493902,14439600,XLK
2018-07-23,33.91434097290039,33.932944987196706,33.53761944137045,33.672495883754074,25151000,XLK
2018-07-24,34.10038757324219,34.38874455691542,33.96085919925586,34.25386807495636,21557200,XLK
2018-07-25,34.52826690673828,34.52826690673828,34.05852874793118,34.10968536314716,30466200,XLK
2018-07-26,33.998069763183594,34.10969034164832,33.87714539997352,33.93760935575567,25094400,XLK
2018-07-27,33.416709899902344,34.06318460207862,33.20742085613616,34.03993223519042,63550200,XLK
2018-07-30,32.89581298828125,33.44926760350891,32.70512440984026,33.39810742628594,35695400,XLK
2018-07-31,32.984161376953125,33.19810221772067,32.80277667394689,32.9981135005147,29954000,XLK
2018-08-01,33.28181838989258,33.388790584074975,33.10043368752699,33.221358005221674,29322800,XLK
2018-08-02,33.700401306152344,33.74226122686694,32.97486246506101,32.97486246506101,26209800,XLK
2018-08-03,33.821319580078125,33.821319580078125,33.556218624143206,33.70969905872458,14491400,XLK
2018-08-06,34.00271224975586,34.02131626574612,33.72830744934103,33.807375404387955,15000400,XLK
2018-08-07,34.1329345703125,34.25385889212613,34.07247418358218,34.123634337105145,20545400,XLK
2018-08-08,34.22595977783203,34.291075620213334,34.025974552143495,34.11433920926417,14197200,XLK
2018-08-09,34.23991012573242,34.37013469352334,34.212002326667694,34.25851414232446,23446200,XLK
2018-08-10,33.96549987792969,34.1282805616041,33.86783146772504,33.98410389154287,23138400,XLK
2018-08-13,33.91899490356445,34.27711244233646,33.9096946700334,34.016663323229544,24128800,XLK
2018-08-14,34.12828063964844,34.17014055746203,33.84457564101592,34.03526411972257,18359000,XLK
2018-08-15,33.821319580078125,34.0399122811451,33.556218624143206,33.914336089814014,35584400,XLK
2018-08-16,33.970149993896484,34.174790584598796,33.89573394333107,34.08177052139202,18208800,XLK
2018-08-17,34.02131652832031,34.114333060636284,33.7562155080312,33.86783605648102,18048200,XLK
2018-08-20,33.970149993896484,34.10967476617776,33.8352735635111,34.10037453403338,21239600,XLK
2018-08-21,34.02597427368164,34.239915173499966,33.984114343090084,34.063178763997186,16004600,XLK
2018-08-22,34.12828063964844,34.1794407901135,33.87248343567591,33.923643586140976,12742400,XLK
2018-08-23,34.202693939208984,34.38873051242807,34.06781751233396,34.06781751233396,18735000,XLK
2018-08-24,34.546875,34.5561787844848,34.29107770033375,34.295726044222036,13115200,XLK
2018-08-27,34.86312484741211,34.88172886194083,34.63988376977334,34.732900294064,16415000,XLK
2018-08-28,34.923580169677734,35.00264810704872,34.82591176882793,34.93288394976959,14770400,XLK
2018-08-29,35.23984909057617,35.263104997611705,34.96079594791593,34.96544783899368,22364600,XLK
2018-08-30,35.13289260864258,35.36078567347759,35.02592036690523,35.14219284566761,21040600,XLK
2018-08-31,35.16078567504883,35.25380575745955,35.03986134209155,35.10032528274685,20537800,XLK
2018-09-04,35.02591323852539,35.07707340263721,34.78871998493828,34.99800898477484,22147600,XLK
2018-09-05,34.5887336730957,35.00731170245231,34.411997257865686,34.97940744672293,32853200,XLK
2018-09-06,34.33757400512695,34.61197522973253,34.06782112278892,34.537562721570275,27957600,XLK
2018-09-07,34.22130584716797,34.495707106004886,34.07712560677175,34.11433363967099,28462000,XLK
2018-09-10,34.32828140258789,34.393393699065435,34.14224829742578,34.34688542277491,33309000,XLK
2018-09-11,34.62128448486328,34.69569700479072,34.14689092045626,34.23060722309553,27189800,XLK
2018-09-12,34.47709655761719,34.551512609317,34.19804346044818,34.5468607189976,32536400,XLK
2018-09-13,34.88172912597656,34.970097308568654,34.68174040372018,34.69104063687846,25454800,XLK
2018-09-14,34.853824615478516,35.0073015257279,34.69569226615561,34.91428500143415,18878400,XLK
2018-09-17,34.41664123535156,34.86312696611591,34.37943320403291,34.802666576487965,29584200,XLK
2018-09-18,34.63522720336914,34.80265976317165,34.37477813183301,34.37477813183301,19302000,XLK
2018-09-19,34.546875,34.74686378617389,34.35153810606851,34.63059131859265,20870600,XLK
2018-09-20,34.95614242553711,34.99334690358664,34.644529639859314,34.75150182867755,27401800,XLK
2018-09-21,34.81801223754883,35.1446775922032,34.8040128024044,35.0886798516255,46041000,XLK
2018-09-24,34.99067687988281,34.99534098422548,34.51467476844145,34.650008562463604,34513600,XLK
2018-09-25,34.94868087768555,35.01868161879695,34.804015290338086,34.94868087768555,21101000,XLK
2018-09-26,34.81801223754883,35.14001348741195,34.75734683179454,34.9860125800526,26641200,XLK
