Date,Close,High,Low,Open,Volume,Ticker
,SPY,SPY,SPY,SPY,SPY,
2018-01-02,237.20822143554688,237.24353176099643,235.99910539429536,236.38743817258023,86655700,SPY
2018-01-03,238.70860290527344,238.85865158951364,237.3759141786167,237.3759141786167,90070400,SPY
2018-01-04,239.71470642089844,240.20013584157383,238.77037745689134,239.35287660137044,80636400,SPY
2018-01-05,241.31216430664062,241.43571003090116,240.01478606554477,240.50902283035427,83524000,SPY
2018-01-08,241.75343322753906,241.91228926285174,240.9238157979525,241.21505186269243,57319200,SPY
2018-01-09,242.30059814453125,242.9272148447882,241.89459684903701,242.17702550662975,57254000,SPY
2018-01-10,241.93003845214844,242.19482556253755,240.87097081227358,241.54170557069284,69574300,SPY
2018-01-11,243.69509887695312,243.69509887695312,242.31829253908555,242.48598290763604,62361500,SPY
2018-01-12,245.28379821777344,245.45146169208246,243.65984616636987,243.9599435849644,90816100,SPY
2018-01-16,244.44532775878906,247.19894087813546,243.74809016322075,246.54584792733624,106555100,SPY
2018-01-17,246.7752227783203,247.16355547811466,244.44525351343543,245.38077494460876,113258800,SPY
2018-01-18,246.36048889160156,247.0841754874419,245.86622514080076,246.66055932087906,100728000,SPY
2018-01-19,247.48130798339844,247.48130798339844,246.360454454197,246.94292660180025,140920100,SPY
2018-01-22,249.49362182617188,249.49362182617188,247.21657699770483,247.2695559570102,91322400,SPY
2018-01-23,250.0231475830078,250.31438369783498,249.21117170640608,249.5377181464472,97084700,SPY
2018-01-24,249.92599487304688,251.26751759145822,248.7433551155235,250.6673499329624,134816100,SPY
2018-01-25,250.03196716308594,250.88806078755948,249.23765987727975,250.7909910558432,84587300,SPY
2018-01-26,252.92678833007812,252.97093297114546,250.61446024898368,250.87041297873535,107743100,SPY
2018-01-29,251.24984741210938,252.79434384418545,251.09099138608423,252.35305914930657,90118300,SPY
2018-01-30,248.6727752685547,251.30281497513533,248.19618022710023,249.4141303697716,131796400,SPY
2018-01-31,248.79635620117188,250.03194821142603,247.71962024926057,249.52890402667362,108364800,SPY
2018-02-01,248.51390075683594,249.82011327517833,247.71959361663272,248.0638086399211,90102500,SPY
2018-02-02,243.10377502441406,247.32245607854946,243.06846470358377,247.1900491089066,173174800,SPY
2018-02-05,232.9365692138672,243.45680984544458,232.3893804155694,241.33864836363057,294681800,SPY
2018-02-06,237.52597045898438,238.02904161566474,228.3207756191382,229.41515334899344,355026800,SPY
2018-02-07,236.23736572265625,240.37659147458194,236.15791077397566,236.96988648172942,167376100,SPY
2018-02-08,227.37640380859375,236.67869466616017,227.34109348412244,236.537480302161,246449500,SPY
2018-02-09,230.79197692871094,232.65418607049958,223.21952727425176,230.17416736414123,283565300,SPY
2018-02-12,234.1809844970703,235.65488739157456,230.93313524836887,232.84829595258134,143736000,SPY
2018-02-13,234.76353454589844,235.31072343729744,232.389419955366,232.9719191754037,81223600,SPY
2018-02-14,237.9319305419922,238.29378730292595,233.26312990853194,233.27196422320154,120735700,SPY
2018-02-15,240.96798706054688,240.9768213757664,237.2082317857768,239.67944293122517,111200300,SPY
2018-02-16,241.03855895996094,242.98905707475228,240.297203763606,240.3413484018195,160420100,SPY
2018-02-20,239.5293731689453,241.53282330759552,238.73506595181618,240.08539630110135,86369700,SPY
2018-02-21,238.337890625,242.45950217793197,238.24082090503708,239.9706496410579,98883700,SPY
2018-02-22,238.64686584472656,240.98567040160003,237.97613111932992,239.26467547132373,110511300,SPY
2018-02-23,242.45069885253906,242.45069885253906,239.39701543220127,239.87361058044894,92766400,SPY
2018-02-26,245.26605224609375,245.36314889417284,242.9360828326745,243.5273892992287,86491400,SPY
2018-02-27,242.20358276367188,246.16633881013317,242.14179642399318,245.45143261392968,99099200,SPY
2018-02-28,239.75001525878906,243.75688859718798,239.43230314588934,243.30676950336124,121907800,SPY
