Date,Close,High,Low,Open,Volume,Ticker
,QQQ,QQQ,QQQ,QQQ,QQQ,
2018-01-02,150.4115753173828,150.44953009661722,148.20982161501033,148.57994225692278,32573300,QQQ
2018-01-03,151.87303161621094,152.00589502864932,150.52541286689996,150.55388256377776,29383600,QQQ
2018-01-04,152.13880920410156,152.59433898716551,151.9205366282004,152.39505104252598,24776100,QQQ
2018-01-05,153.66671752929688,153.77111126021396,152.57534037236846,152.86005186405396,26992300,QQQ
2018-01-08,154.26463317871094,154.3405572198649,153.6098009946595,153.66674040526743,23159100,QQQ
2018-01-09,154.2740936279297,154.72962332111067,153.8090788615048,154.56829018979715,24782400,QQQ
2018-01-10,153.91346740722656,153.94195159073453,152.90749930354986,153.59080112510927,34004000,QQQ
2018-01-11,154.96690368652344,154.97640324221769,153.9419653436468,154.1792225395225,20473500,QQQ
2018-01-12,156.10574340820312,156.26707655705724,154.63474595790703,154.83403388489117,37762700,QQQ
2018-01-16,155.65972900390625,157.93739264130753,155.1946996154809,157.14021181632032,41231800,QQQ
2018-01-17,157.33950805664062,157.57676530139045,155.6407525558864,156.39997863529243,33849900,QQQ
2018-01-18,157.36795043945312,157.72857150856154,156.72260337505057,157.09272399928628,26432200,QQQ
2018-01-19,157.86143493652344,158.1176767474412,157.10220905889656,157.8329652332025,38937600,QQQ
2018-01-22,159.55062866210938,159.55062866210938,157.6241024259269,157.80442011480483,26081400,QQQ
2018-01-23,160.86985778808594,161.0122207888397,159.96828337409661,160.04420741162605,37989700,QQQ
2018-01-24,159.82591247558594,161.56263657819406,158.9053535608533,161.21148614365967,54287400,QQQ
2018-01-25,159.7689971923828,160.9837528440695,159.25651355371613,160.92681343555756,28925000,QQQ
2018-01-26,162.21746826171875,162.23645289035082,160.34789505077867,160.66106177754983,32038200,QQQ
2018-01-29,161.42982482910156,162.19853593612066,161.0881738392006,161.87586957927869,37277800,QQQ
2018-01-30,160.1011505126953,160.78445238519316,159.26601504266557,159.95880198968734,44987700,QQQ
2018-01-31,160.76544189453125,161.3253797840277,159.75947387768124,161.00269904873275,42449200,QQQ
2018-02-01,159.39889526367188,161.07866593603657,158.8864115648582,159.53175872613627,38037900,QQQ
2018-02-02,156.2196044921875,159.1520995046274,156.08674106226871,158.77249384229592,68478100,QQQ
2018-02-05,150.06044006347656,157.30153496455313,149.94656123317887,154.7581445476955,105372200,QQQ
2018-02-06,154.036865234375,154.2266681018943,147.19437556145184,147.86817791329983,118537900,QQQ
2018-02-07,152.04383850097656,155.2135897181965,152.0343389496106,153.54329055240996,91028300,QQQ
2018-02-08,145.6284637451172,152.6038310873091,145.6284637451172,152.43299837636255,94184800,QQQ
2018-02-09,148.14341735839844,149.2253097271727,142.4777136563609,147.68787305920688,113836600,QQQ
2018-02-12,150.77223205566406,151.79718510971438,148.4850831794471,149.66186986736787,63050600,QQQ
